dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
2021-07-08 03:00:00,1,447.27,1.98,16.97,7.24,19.55,7.55,8.58,0.89
2021-07-08 04:00:00,1,473.98,1.68,20.56,11.27,25.03,8.92,9.79,0.78
2021-07-08 05:00:00,2,494.0,1.13,23.31,17.7,27.9,10.4,11.2,0.59
2021-07-08 06:00:00,2,527.38,0.88,25.71,25.39,30.52,12.14,12.97,0.46
2021-07-08 07:00:00,2,607.49,0.6,27.42,32.54,29.8,13.83,14.83,0.6
2021-07-08 08:00:00,2,734.33,0.38,28.45,35.05,27.42,15.18,16.42,0.9
2021-07-08 09:00:00,2,854.49,0.27,27.76,31.83,24.08,15.01,16.36,1.12
2021-07-08 10:00:00,2,1108.17,0.27,30.5,18.06,19.79,15.48,17.16,1.96
2021-07-08 11:00:00,2,1415.25,1.63,35.99,4.78,18.36,19.45,22.08,3.83
2021-07-08 12:00:00,4,1642.23,5.36,38.04,0.58,20.98,25.34,29.25,6.52
2021-07-08 13:00:00,4,1895.9,10.51,37.7,0.08,25.99,33.23,38.65,10.77
2021-07-08 14:00:00,4,2162.93,16.54,38.39,0.01,30.52,42.57,49.8,15.33
2021-07-08 15:00:00,4,2323.15,22.35,37.36,0.0,32.9,49.25,57.88,17.48
2021-07-08 16:00:00,4,2189.64,24.14,33.59,0.0,30.99,48.11,56.62,15.96
2021-07-08 17:00:00,4,1949.31,23.25,29.82,0.0,28.61,45.13,52.71,14.06
2021-07-08 18:00:00,4,1815.8,22.58,27.42,0.0,27.9,45.1,51.63,13.43
2021-07-08 19:00:00,4,1575.47,19.45,24.33,0.0,24.32,42.05,46.72,11.53
2021-07-08 20:00:00,4,1268.39,15.2,20.22,0.01,19.31,35.88,39.38,8.99
2021-07-08 21:00:00,4,1041.41,12.18,16.97,0.01,15.74,30.61,33.76,6.78
2021-07-08 22:00:00,4,934.6,10.51,16.45,0.02,14.54,27.5,30.24,5.0
2021-07-08 23:00:00,4,1094.82,14.98,17.14,0.03,15.97,29.34,32.69,5.19
2021-07-09 00:00:00,4,1415.25,22.8,18.34,0.41,18.36,32.25,36.44,5.38
2021-07-09 01:00:00,3,1041.41,11.18,27.42,3.26,27.66,24.82,27.3,2.41
2021-07-09 02:00:00,3,934.6,5.76,33.93,10.64,36.24,24.12,26.11,1.46
2021-07-09 03:00:00,3,881.2,3.41,33.24,24.68,39.1,22.52,24.17,1.12
2021-07-09 04:00:00,2,714.3,1.7,23.31,42.2,32.9,16.18,17.34,0.78
2021-07-09 05:00:00,2,547.41,0.77,14.57,46.49,25.03,10.09,10.92,0.63
